Country,EdLevel,YearsCodePro,Salary,DevType,LanguageHaveWorkedWith,MiscTechHaveWorkedWith,WebframeHaveWorkedWith
15,2,15.0,136000.0,0,0,0,0
15,3,9.0,160000.0,5,0,0,3
9,0,1.0,22776.0,3,5,2,2
15,0,10.0,110000.0,5,0,4,4
15,1,10.0,68000.0,0,0,4,3
15,1,30.0,160000.0,0,0,0,0
15,1,3.0,51000.0,0,0,0,2
15,0,5.0,70000.0,5,0,0,3
1,0,25.0,68724.0,0,0,2,5
15,0,23.0,157500.0,0,2,4,4
13,1,10.0,8880.0,0,0,0,3
9,2,3.0,30372.0,0,5,2,2
2,0,20.0,75631.0,0,0,0,5
15,0,23.0,120000.0,0,0,2,5
15,1,5.0,80000.0,5,0,0,5
4,0,12.0,70804.0,0,0,0,2
15,1,6.0,110000.0,7,2,4,3
15,1,20.0,95000.0,5,0,4,3
8,0,21.0,69183.0,5,0,0,5
10,0,7.0,37752.0,0,0,2,4
2,2,10.0,58992.0,0,5,1,2
10,2,6.0,30192.0,5,0,2,5
3,2,3.0,50000.0,5,0,2,5
15,0,2.0,132000.0,5,2,2,2
15,0,5.0,78000.0,0,0,0,5
15,1,2.0,70000.0,0,0,0,0
1,2,5.0,41232.0,0,0,2,5
15,0,17.0,79000.0,0,0,0,5
14,3,3.0,46536.0,8,0,2,5
1,2,11.0,40800.0,5,0,4,5
15,0,20.0,106000.0,0,0,4,4
5,2,8.0,29320.0,0,0,2,5
15,0,5.0,76500.0,5,0,0,2
15,0,8.0,105000.0,5,0,4,4
15,0,3.0,179200.0,5,0,2,4
2,1,20.0,90758.0,0,0,0,5
2,1,1.0,121010.0,0,0,2,4
15,0,11.0,90000.0,5,2,2,4
8,1,9.0,70264.0,0,0,2,5
12,2,10.0,51552.0,0,0,0,3
15,1,2.0,130050.0,7,0,4,5
8,2,10.0,129718.0,0,0,4,2
15,0,36.0,170000.0,0,0,2,4
6,1,17.0,64859.0,8,0,0,5
7,2,8.0,40716.0,0,0,2,5
15,0,11.0,140000.0,5,0,0,0
1,0,3.0,16560.0,5,0,4,3
1,0,3.0,21996.0,8,0,0,5
15,0,1.0,85000.0,0,2,1,3
15,2,5.0,95000.0,5,0,0,5
15,0,5.0,93000.0,0,0,0,5
15,0,22.0,154000.0,0,0,2,2
15,0,8.0,150000.0,5,0,0,4
15,0,4.0,94400.0,5,0,0,0
13,2,10.0,29580.0,4,0,4,5
15,1,20.0,170000.0,0,0,0,5
15,1,1.0,15000.0,4,2,2,3
15,1,8.0,60000.0,5,0,0,0
1,0,5.0,24739.0,0,0,0,3
1,0,20.0,60480.0,0,0,2,1
14,0,6.0,58167.0,5,2,4,4
2,1,2.0,45400.0,5,0,0,5
15,0,15.0,80000.0,0,0,4,4
15,0,13.0,219000.0,0,2,4,4
1,0,5.0,43980.0,0,0,4,5
14,0,2.0,64630.0,0,0,0,5
15,0,8.0,115000.0,1,5,2,3
15,0,15.0,82000.0,0,0,2,5
5,0,8.0,75393.0,8,2,4,5
1,0,9.0,137436.0,0,0,4,3
15,2,1.0,65000.0,8,0,2,1
15,2,19.0,152000.0,5,0,0,3
15,3,6.0,130000.0,5,5,2,2
15,1,7.0,49000.0,5,0,2,5
15,1,22.0,115000.0,0,0,0,2
7,1,8.0,32319.0,0,0,4,4
14,0,5.0,93067.0,0,0,2,3
14,1,33.0,64630.0,0,0,0,3
6,1,15.0,25944.0,0,0,0,3
4,0,14.0,23352.0,0,2,2,5
1,1,28.0,48000.0,5,2,4,3
1,0,5.0,17040.0,0,0,0,3
15,0,23.0,190000.0,0,0,0,2
15,1,32.0,151214.0,5,0,0,3
15,1,24.0,200000.0,0,0,0,4
9,2,13.0,18228.0,0,0,0,2
14,0,9.0,116333.0,0,0,4,4
5,0,6.0,17452.0,5,0,3,5
11,1,7.0,48644.0,0,0,0,3
2,0,10.0,105884.0,5,0,3,4
13,0,3.0,9864.0,0,0,0,5
14,1,0.5,12926.0,0,0,0,2
4,0,8.0,64860.0,5,0,3,4
7,0,3.0,30972.0,4,0,0,5
7,0,5.0,40080.0,5,0,0,5
2,1,8.0,69581.0,5,0,0,3
14,1,16.0,81433.0,5,0,0,5
2,0,33.0,70186.0,5,0,2,3
15,0,15.0,131000.0,5,5,2,4
4,1,4.0,36324.0,5,0,0,3
15,0,1.0,113000.0,0,0,2,4
4,2,3.0,73507.0,1,0,2,2
2,0,4.0,55967.0,0,0,0,3
15,2,15.0,220000.0,5,0,1,4
14,2,12.0,116333.0,5,0,2,4
4,1,12.0,64860.0,5,0,3,5
5,0,2.0,9773.0,0,2,2,1
1,3,25.0,27492.0,5,0,2,4
15,2,22.0,120000.0,8,0,0,3
2,1,24.0,125548.0,0,0,2,4
1,0,1.0,27492.0,0,2,4,4
0,0,27.0,126938.0,0,0,0,2
10,1,2.0,34728.0,8,0,3,5
15,0,11.0,80000.0,0,0,0,4
15,1,12.0,120000.0,0,0,0,0
15,1,16.0,195000.0,5,0,2,4
15,0,9.0,200000.0,5,5,4,4
7,0,1.0,12924.0,5,0,2,5
10,2,5.0,116384.0,0,0,0,5
15,1,8.0,20000.0,0,0,3,5
2,0,1.0,40836.0,4,0,4,5
5,2,7.0,8376.0,5,0,0,3
15,2,15.0,145000.0,8,0,0,4
15,2,15.0,220000.0,0,0,2,4
15,0,22.0,180000.0,0,0,1,4
1,0,13.0,27492.0,0,0,4,4
15,0,21.0,130000.0,5,0,2,0
7,2,16.0,32316.0,5,0,0,3
15,1,15.0,130000.0,0,0,3,4
15,1,5.0,62000.0,5,2,4,4
2,1,1.0,29100.0,5,0,2,3
10,0,8.0,83040.0,5,0,4,5
15,1,3.0,110000.0,5,0,4,4
15,0,15.0,145000.0,5,0,0,5
1,2,2.0,14292.0,5,0,0,3
15,0,7.0,163300.0,5,0,3,3
0,0,16.0,116917.0,0,0,0,2
15,0,13.0,130000.0,0,0,0,5
15,0,2.0,73000.0,5,0,0,3
15,0,3.0,60000.0,5,0,4,3
15,1,21.0,80000.0,0,0,0,3
15,1,13.0,125000.0,0,0,2,5
15,0,1.0,80000.0,5,0,3,5
15,1,10.0,110000.0,0,0,0,3
15,0,19.0,139000.0,5,2,1,4
15,0,20.0,150000.0,5,0,4,4
1,0,1.0,12372.0,8,5,2,1
15,0,10.0,65000.0,5,0,0,5
5,0,4.0,13264.0,5,0,2,2
5,0,1.0,10471.0,0,0,2,5
15,0,5.0,85000.0,5,0,1,0
1,0,7.0,30240.0,5,2,4,4
0,0,11.0,80172.0,0,0,0,3
15,0,9.0,80000.0,4,0,3,5
15,0,19.0,121000.0,0,0,0,5
1,1,3.0,12648.0,5,0,2,5
2,0,22.0,92270.0,8,0,2,1
15,1,12.0,200000.0,5,0,0,2
15,1,12.0,120000.0,5,0,4,4
14,1,6.0,109871.0,3,0,0,5
15,0,6.0,145000.0,0,5,2,1
12,1,9.0,55224.0,0,0,0,5
7,0,7.0,48480.0,5,0,4,3
2,0,9.0,68068.0,0,0,0,3
15,0,4.0,140000.0,0,0,0,4
15,2,8.0,205000.0,0,0,0,2
15,1,13.0,150000.0,8,2,4,4
15,2,3.0,80000.0,9,0,2,3
14,1,8.0,96945.0,5,0,0,3
0,1,10.0,86853.0,0,0,2,5
14,0,9.0,155112.0,7,0,4,2
12,1,7.0,52164.0,0,0,0,5
12,2,15.0,69960.0,0,0,2,3
5,0,0.5,9773.0,0,0,2,5
5,0,7.0,21108.0,7,0,4,5
14,1,16.0,129259.0,3,0,0,2
5,0,8.0,14244.0,5,0,0,2
5,0,4.0,12566.0,0,0,0,5
12,2,7.0,63816.0,5,0,2,4
0,0,27.0,130279.0,2,5,2,2
15,0,10.0,133125.0,0,0,0,0
15,0,14.0,100000.0,5,0,0,4
7,0,16.0,11316.0,0,0,0,5
4,0,17.0,81074.0,0,0,0,2
4,1,16.0,60535.0,0,2,3,0
2,1,1.0,52942.0,4,0,1,5
13,0,5.0,17748.0,0,0,0,0
4,2,3.0,51888.0,8,0,2,0
5,0,6.0,16754.0,5,0,3,5
10,1,8.0,39636.0,5,0,0,4
5,0,4.0,27923.0,0,0,2,5
5,0,3.0,20943.0,0,0,2,0
5,0,1.0,12286.0,0,0,2,5
0,0,6.0,56788.0,5,2,3,5
4,1,24.0,77831.0,0,0,4,5
4,0,7.0,64860.0,5,0,4,4
14,0,6.0,58167.0,5,0,0,2
4,0,3.0,70264.0,0,0,0,2
4,1,14.0,51455.0,0,0,0,0
11,0,4.0,35672.0,3,0,3,0
0,2,8.0,120257.0,0,5,3,3
5,1,4.0,8376.0,0,2,4,5
15,0,1.0,112000.0,5,5,2,0
6,2,6.0,34591.0,4,0,2,5
12,0,6.0,55224.0,5,0,0,3
14,0,8.0,54289.0,5,0,0,0
13,0,7.0,35503.0,5,0,4,5
0,0,15.0,86853.0,5,0,0,5
3,2,4.0,52968.0,0,0,0,3
13,0,9.0,43392.0,0,0,0,3
5,0,10.0,14660.0,7,2,2,3
4,2,10.0,108098.0,8,0,2,5
6,0,11.0,75669.0,5,0,0,5
14,0,11.0,84019.0,5,0,0,5
3,3,2.0,48644.0,5,0,4,5
3,2,14.0,35028.0,0,0,0,0
15,0,9.0,190000.0,0,0,2,4
5,0,4.0,10052.0,5,0,4,5
14,1,25.0,64630.0,0,2,4,4
11,1,14.0,64859.0,0,0,2,5
6,1,5.0,25332.0,5,0,0,5
14,0,8.0,87896.0,0,0,2,5
14,0,30.0,155111.0,0,0,0,2
8,0,4.0,46231.0,0,0,4,4
8,1,22.0,41508.0,0,0,4,5
9,0,4.0,27336.0,3,0,2,5
6,0,3.0,33510.0,0,0,3,0
5,0,5.0,20943.0,5,0,4,5
5,0,5.0,10056.0,4,2,3,1
4,1,6.0,37834.0,8,0,0,3
6,1,30.0,29186.0,0,0,0,4
4,1,3.0,45401.0,5,0,0,5
15,0,20.0,100000.0,5,0,0,5
15,0,6.0,240000.0,0,2,1,4
15,0,8.0,110000.0,5,0,0,0
5,0,1.0,10392.0,5,0,0,5
4,1,11.0,81074.0,0,5,2,4
4,2,9.0,91883.0,0,2,4,4
0,0,3.0,43426.0,5,0,0,3
5,0,6.0,8377.0,0,0,0,5
5,3,22.0,97732.0,1,2,2,3
15,0,10.0,120000.0,0,0,0,4
15,1,20.0,140000.0,0,0,3,4
0,0,15.0,80172.0,5,0,0,2
0,2,7.0,96874.0,0,0,2,2
5,2,0.5,8544.0,8,0,0,5
5,1,7.0,27923.0,5,0,2,5
15,0,20.0,90000.0,8,0,0,3
10,0,7.0,84924.0,0,0,0,2
1,1,1.0,16764.0,0,0,4,5
5,0,3.0,11798.0,0,2,1,3
5,0,9.0,40000.0,5,0,4,4
2,1,1.0,41597.0,5,0,4,3
9,2,4.0,19740.0,4,0,2,5
4,2,4.0,53352.0,8,0,4,3
1,2,10.0,16488.0,0,0,3,0
3,2,9.0,38916.0,0,0,0,5
15,0,3.0,120750.0,0,0,0,5
12,0,4.0,42960.0,5,0,0,5
4,2,0.5,38916.0,9,0,2,5
0,0,13.0,110236.0,0,0,0,2
0,0,8.0,66810.0,0,0,0,2
4,0,5.0,62268.0,0,0,0,0
5,2,5.0,16347.0,5,0,0,3
5,0,2.0,9216.0,0,5,4,5
5,0,3.0,15358.0,8,0,2,3
14,0,6.0,101649.0,0,0,2,3
5,0,8.0,83770.0,0,5,2,2
4,2,19.0,86478.0,5,0,0,3
4,0,6.0,51887.0,0,0,0,3
15,0,4.0,120000.0,8,0,4,4
15,0,18.0,170000.0,0,0,0,3
4,0,32.0,86478.0,0,0,0,5
6,1,2.0,18156.0,0,0,0,2
14,0,10.0,51704.0,5,0,0,5
8,1,5.0,75669.0,5,0,2,4
12,3,22.0,67500.0,5,0,2,5
11,0,2.0,14268.0,1,0,3,3
12,0,1.0,41724.0,5,0,0,5
5,0,2.0,13962.0,1,0,2,2
15,1,32.0,155000.0,0,0,2,5
3,2,3.0,42158.0,5,0,1,3
0,1,5.0,66810.0,5,0,4,5
14,0,20.0,64630.0,5,0,0,5
0,0,3.0,56788.0,0,2,2,3
15,2,10.0,200000.0,0,0,2,4
5,2,7.0,10052.0,5,0,0,5
9,0,4.0,40704.0,0,2,2,3
15,1,0.5,50000.0,0,0,2,5
13,1,3.0,19200.0,0,0,1,5
15,0,14.0,200000.0,0,0,2,5
15,0,2.0,140000.0,0,0,2,5
15,0,7.0,90000.0,0,0,2,5
15,0,4.0,85000.0,0,0,2,4
6,1,16.0,56211.0,8,0,0,5
1,2,30.0,35736.0,0,0,4,5
14,0,13.0,116333.0,5,2,0,3
2,0,5.0,155044.0,0,0,0,3
7,0,4.0,22620.0,0,0,0,3
10,3,16.0,64164.0,5,2,4,3
5,0,5.0,26527.0,0,0,2,5
15,1,8.0,119740.0,0,0,1,5
15,3,8.0,125000.0,2,5,2,2
14,2,16.0,112456.0,0,0,0,5
10,0,15.0,62910.0,5,0,0,3
15,0,9.0,135000.0,2,0,0,4
14,0,24.0,64650.0,0,4,0,2
5,0,7.0,13962.0,0,0,0,0
15,1,1.0,120000.0,6,0,2,5
15,0,10.0,88000.0,5,0,0,0
5,0,4.0,25131.0,0,0,0,2
15,0,3.0,52776.0,5,0,0,5
15,0,3.0,65000.0,0,0,0,2
15,1,10.0,110000.0,5,0,0,5
14,2,4.0,41363.0,1,0,2,3
15,0,6.0,147000.0,5,0,0,3
15,2,24.0,150000.0,0,0,0,5
14,2,2.0,58167.0,5,0,2,2
5,0,7.0,33508.0,4,0,3,5
1,0,18.0,11450.0,5,0,2,5
2,0,16.0,132355.0,5,0,4,5
4,0,0.5,35672.0,5,0,0,5
2,0,6.0,52942.0,5,0,2,5
15,1,10.0,175000.0,8,2,4,4
2,2,2.0,48026.0,5,0,2,3
2,0,7.0,128573.0,0,2,4,4
9,1,1.0,36444.0,5,0,4,5
15,2,4.0,95000.0,5,0,0,0
13,2,3.0,13812.0,0,0,0,5
14,1,10.0,96945.0,0,0,2,5
4,0,1.0,50806.0,0,0,0,2
9,1,7.0,48600.0,0,2,3,4
5,2,7.0,33508.0,4,0,4,5
2,1,0.5,38124.0,4,0,0,5
11,2,15.0,64859.0,0,0,2,3
15,2,18.0,120000.0,8,0,3,5
15,0,10.0,200000.0,5,0,2,3
6,2,3.0,31348.0,5,0,4,3
4,0,3.0,51887.0,5,0,4,3
4,1,15.0,81074.0,0,0,0,2
10,2,16.0,45300.0,0,0,0,3
14,2,6.0,71093.0,5,0,0,3
8,2,14.0,91883.0,8,0,0,0
1,0,10.0,25427.0,0,0,3,5
15,0,39.0,60000.0,0,0,0,2
1,2,17.0,32988.0,5,0,0,3
5,1,6.0,237072.0,5,0,4,3
11,0,12.0,29832.0,5,0,0,3
15,2,8.0,165000.0,0,0,0,5
2,2,4.0,79413.0,0,2,1,3
15,2,10.0,86000.0,0,0,4,4
6,1,2.0,14268.0,4,0,4,5
0,1,5.0,135757.0,0,0,2,4
15,2,7.0,200000.0,0,0,2,3
3,1,0.5,18156.0,5,0,2,5
3,3,14.0,111814.0,0,0,2,1
1,0,2.0,11544.0,5,0,4,5
9,0,2.0,15192.0,0,0,0,3
15,0,5.0,115000.0,0,0,4,4
3,0,23.0,43239.0,5,0,1,4
5,2,10.0,33504.0,8,0,2,5
2,0,6.0,117229.0,5,0,2,5
4,2,36.0,162147.0,8,4,0,0
4,0,11.0,77831.0,0,0,0,2
9,2,15.0,60744.0,0,0,0,0
11,1,32.0,47563.0,0,4,3,3
3,2,30.0,35028.0,0,0,0,5
15,0,18.0,135000.0,5,0,0,4
15,0,0.5,55000.0,0,2,2,3
15,1,13.0,130000.0,0,0,2,5
5,0,5.0,16752.0,0,0,4,5
5,0,4.0,11220.0,5,0,4,5
15,1,2.0,72500.0,0,0,2,5
10,0,3.0,18876.0,0,0,0,0
15,0,14.0,130000.0,5,2,4,4
15,3,33.0,18000.0,8,0,2,2
15,0,4.0,106000.0,2,2,2,2
15,3,2.0,100000.0,8,0,0,5
14,0,15.0,116333.0,0,0,0,2
15,1,0.5,16800.0,5,0,0,5
5,0,1.0,19546.0,1,2,2,1
9,0,6.0,30372.0,5,0,0,3
7,0,6.0,12120.0,5,0,0,5
1,0,0.5,24744.0,5,4,0,5
12,3,12.0,52776.0,8,0,2,4
4,1,4.0,70264.0,5,0,4,4
15,2,6.0,140000.0,0,0,2,0
2,0,2.0,47270.0,5,0,4,4
2,1,0.5,52942.0,1,5,2,2
14,1,1.0,27906.0,5,0,2,3
15,1,6.0,78320.0,5,0,2,5
13,2,16.0,45360.0,5,2,1,3
15,2,18.0,234000.0,8,2,2,3
11,3,15.0,54049.0,4,0,2,5
1,2,5.0,15120.0,5,2,4,5
5,0,4.0,27923.0,0,0,2,5
15,1,7.0,120000.0,0,0,2,2
2,2,10.0,30253.0,5,0,4,5
15,0,1.0,112500.0,8,0,2,3
6,1,8.0,23352.0,5,0,0,2
15,2,39.0,105000.0,0,0,0,5
2,2,10.0,68068.0,5,0,0,5
4,0,7.0,41508.0,0,0,0,3
2,0,2.0,68068.0,5,0,2,3
14,1,2.0,45241.0,5,0,4,4
15,0,10.0,80000.0,8,0,4,4
14,1,23.0,133137.0,3,0,2,4
13,0,7.0,19724.0,0,0,2,5
9,0,1.0,21264.0,4,2,0,0
13,0,3.0,11832.0,5,0,0,5
15,2,6.0,86000.0,0,0,2,5
15,0,2.0,200000.0,5,0,4,5
2,0,10.0,113447.0,5,0,0,5
15,0,4.0,120000.0,5,0,2,2
15,0,3.0,145000.0,0,0,2,4
15,0,5.0,90000.0,0,0,0,5
15,0,3.0,80000.0,5,2,2,5
2,0,10.0,68068.0,8,0,2,5
5,0,4.0,10056.0,5,0,1,0
15,2,10.0,84000.0,5,0,0,0
15,2,38.0,85000.0,0,0,0,5
15,0,0.5,160000.0,8,0,2,3
15,0,40.0,97500.0,0,0,0,2
0,0,25.0,81508.0,0,0,0,0
0,0,17.0,73491.0,5,0,0,3
1,2,4.0,16488.0,5,0,0,0
15,0,5.0,230000.0,0,0,0,4
5,0,6.0,12566.0,5,0,0,5
7,0,10.0,42000.0,5,0,2,4
15,2,23.0,210000.0,8,0,2,5
7,3,3.0,9696.0,0,0,4,3
0,1,24.0,133619.0,0,0,1,1
15,2,30.0,120000.0,5,4,0,5
2,1,14.0,109665.0,0,0,0,2
1,2,9.0,32988.0,0,0,3,5
5,0,8.0,33508.0,5,2,2,3
5,0,7.0,27923.0,0,0,0,3
15,1,13.0,218000.0,0,0,0,5
15,1,5.0,36000.0,0,0,2,5
12,0,0.5,55224.0,0,0,2,0
5,2,5.0,22339.0,0,0,0,3
0,0,2.0,50107.0,5,0,3,5
2,1,6.0,42550.0,0,0,0,2
0,0,8.0,167024.0,0,0,0,5
15,0,3.0,62500.0,8,5,2,3
7,0,6.0,29626.0,5,2,4,5
15,2,10.0,150000.0,7,3,2,5
15,2,15.0,200000.0,5,2,2,3
15,0,12.0,117500.0,0,0,0,2
5,2,4.0,12356.0,0,2,2,5
7,3,31.0,38784.0,0,0,3,3
5,1,1.0,9773.0,0,5,0,0
5,0,1.0,11724.0,8,0,2,2
5,0,7.0,15358.0,5,0,0,5
13,0,3.0,61740.0,5,0,0,5
5,0,0.5,11169.0,0,0,2,5
9,0,8.0,35437.0,5,0,3,5
5,0,3.0,28476.0,5,2,2,5
12,0,20.0,104316.0,0,0,0,2
5,0,3.0,8377.0,5,0,2,5
5,0,5.0,22339.0,0,0,4,5
6,3,4.0,21620.0,4,0,4,3
15,2,10.0,195000.0,8,0,2,2
8,0,2.0,41077.0,0,0,0,3
5,0,0.5,18150.0,8,0,2,5
4,0,16.0,41508.0,0,0,3,4
9,1,1.0,15192.0,0,0,0,4
10,1,10.0,47184.0,0,0,0,3
7,0,5.0,24250.0,5,0,0,3
4,1,23.0,64860.0,0,0,0,3
13,0,4.0,12540.0,0,2,2,5
4,2,5.0,81074.0,3,0,4,5
7,0,6.0,32316.0,5,0,4,5
4,2,13.0,28105.0,5,0,3,5
3,2,0.5,37834.0,8,0,2,3
5,0,2.0,19546.0,0,0,2,4
12,2,5.0,62839.0,0,0,2,3
12,2,15.0,98184.0,0,0,0,3
15,0,15.0,205000.0,4,0,0,3
13,0,1.0,9864.0,0,0,2,2
15,0,10.0,157000.0,8,0,4,5
5,0,2.0,33508.0,0,2,2,1
0,1,40.0,86853.0,4,0,0,0
4,1,7.0,41508.0,0,0,0,5
5,0,2.0,10056.0,0,0,1,5
15,0,12.0,160000.0,0,0,2,5
8,0,3.0,36324.0,0,0,3,5
5,0,9.0,83770.0,0,0,2,3
0,0,10.0,53448.0,0,0,3,5
4,0,1.0,51887.0,5,0,4,5
13,2,19.0,98616.0,5,0,0,5
4,3,11.0,64860.0,1,2,2,5
14,1,9.0,86604.0,0,0,2,3
3,1,16.0,51888.0,5,0,2,3
14,2,4.0,58167.0,5,0,2,2
15,2,25.0,245000.0,5,0,0,5
5,0,3.0,16754.0,4,2,4,0
6,1,15.0,37834.0,5,0,0,5
5,2,7.0,10224.0,5,0,0,5
8,2,4.0,57720.0,5,0,3,5
8,1,3.0,40212.0,0,0,0,3
5,0,3.0,12564.0,0,0,2,3
4,0,5.0,49296.0,0,0,2,3
12,1,3.0,50316.0,0,0,0,3
5,0,8.0,16754.0,0,0,0,5
15,0,4.0,90000.0,0,0,3,3
14,3,7.0,55582.0,5,0,2,5
5,0,4.0,10471.0,7,2,4,3
5,0,4.0,22339.0,5,0,2,3
4,0,5.0,51888.0,0,2,2,3
6,0,4.0,31348.0,5,0,0,5
5,0,7.0,9773.0,8,0,1,5
15,0,13.0,220000.0,0,0,0,0
5,0,11.0,47470.0,0,0,4,5
13,0,17.0,66000.0,8,0,0,0
11,2,15.0,39996.0,0,0,3,0
14,1,5.0,45241.0,0,0,0,5
5,2,6.0,20943.0,5,0,0,5
4,0,10.0,45396.0,0,0,4,3
5,2,2.0,20244.0,0,2,1,3
4,1,4.0,40212.0,5,0,0,5
15,0,8.0,114000.0,5,0,0,5
11,0,4.0,34591.0,5,0,2,3
15,1,24.0,115000.0,8,0,0,5
8,0,4.0,44830.0,0,0,2,5
5,0,9.0,27923.0,5,0,0,5
13,0,12.0,29580.0,0,0,2,0
5,0,5.0,16754.0,0,0,0,1
7,2,6.0,34908.0,0,0,2,4
11,0,8.0,36753.0,0,0,0,5
1,0,2.0,19236.0,0,2,4,4
15,0,2.0,140000.0,5,0,2,5
9,0,5.0,36444.0,6,0,0,0
10,0,7.0,38916.0,0,0,2,5
5,2,4.0,16754.0,5,0,0,0
5,0,4.0,8376.0,0,2,3,3
15,0,20.0,108000.0,5,0,0,5
10,2,9.0,57564.0,0,0,0,0
4,0,6.0,67561.0,0,0,0,3
15,0,30.0,200000.0,0,0,1,4
14,1,3.0,71093.0,5,0,4,3
1,0,4.0,13740.0,0,0,2,5
15,0,36.0,165000.0,0,0,0,5
15,0,4.0,140000.0,0,0,2,5
4,2,3.0,64859.0,0,0,2,5
9,2,18.0,23352.0,0,0,0,2
5,0,3.0,37697.0,0,2,2,3
4,2,3.0,62240.0,2,0,2,3
10,0,4.0,41520.0,0,0,2,3
10,2,4.0,11328.0,0,0,0,0
10,2,18.0,9432.0,0,0,0,2
15,0,36.0,200000.0,8,0,0,5
14,2,3.0,77556.0,0,0,2,2
15,2,5.0,100000.0,0,0,2,1
5,0,1.0,8376.0,0,0,2,1
4,1,15.0,77832.0,0,0,0,2
2,1,5.0,45379.0,0,0,0,5
2,2,6.0,72612.0,0,5,2,2
5,2,10.0,29320.0,5,0,0,5
15,2,23.0,115000.0,0,0,0,5
5,0,3.0,69809.0,1,0,2,2
15,0,13.0,170000.0,0,0,0,0
2,3,3.0,68068.0,5,0,2,5
11,0,18.0,43239.0,5,0,3,3
15,0,14.0,225000.0,0,0,4,5
14,0,16.0,193889.0,0,0,0,3
5,0,7.0,29320.0,0,2,2,3
4,1,9.0,57072.0,5,0,0,2
15,0,0.5,97000.0,4,0,4,5
1,0,9.0,76968.0,0,0,2,3
14,2,25.0,45241.0,0,0,0,5
15,1,1.0,62400.0,5,0,4,5
8,3,5.0,51888.0,3,0,2,5
3,2,3.0,39456.0,5,0,3,5
15,0,5.0,150000.0,8,0,3,5
1,1,6.0,32757.0,0,0,0,2
10,0,5.0,19812.0,0,0,0,2
2,1,2.0,42354.0,5,0,2,3
5,0,3.0,10471.0,8,0,2,3
14,0,25.0,84019.0,5,0,0,5
3,2,6.0,89451.0,8,0,4,5
15,0,1.0,80000.0,8,0,0,2
10,2,10.0,94368.0,0,0,1,1
2,0,14.0,63530.0,0,0,4,3
13,0,5.0,54000.0,4,0,4,5
15,2,8.0,70000.0,5,0,2,2
15,0,22.0,170000.0,0,0,0,3
0,0,24.0,100200.0,0,0,0,2
14,1,5.0,42656.0,8,0,1,5
15,3,4.0,112000.0,5,0,2,4
2,0,18.0,83194.0,5,0,0,5
15,3,40.0,144000.0,8,0,2,2
4,0,5.0,77831.0,4,0,4,3
3,3,2.0,46482.0,1,0,2,2
15,1,0.5,100000.0,0,0,2,5
15,0,2.0,80000.0,8,0,4,5
15,1,30.0,102000.0,5,0,0,5
15,0,6.0,158000.0,0,5,2,2
15,1,6.0,105000.0,0,0,0,3
0,0,4.0,60129.0,8,0,2,3
15,2,21.0,145000.0,9,0,0,5
4,0,5.0,59454.0,0,0,4,3
1,0,3.0,15120.0,5,0,2,5
12,0,4.0,52776.0,0,2,0,3
15,0,2.0,90000.0,0,0,0,5
15,0,10.0,140000.0,0,2,4,4
11,2,6.0,65000.0,8,2,2,3
15,0,4.0,125000.0,3,0,2,2
15,2,10.0,154913.0,8,0,2,3
0,0,3.0,56788.0,5,0,0,2
1,1,5.0,24744.0,8,0,0,3
6,1,30.0,25944.0,0,0,0,0
15,0,2.0,97000.0,0,0,2,3
1,1,13.0,27492.0,5,0,0,5
15,0,27.0,69555.0,0,0,0,5
4,0,10.0,37834.0,8,0,2,5
15,1,4.0,71000.0,5,0,0,2
15,0,33.0,200000.0,0,0,0,2
15,2,4.0,65000.0,4,0,4,3
10,0,0.5,11328.0,5,0,0,3
0,0,5.0,50107.0,5,0,4,5
15,2,10.0,215000.0,8,2,2,3
15,0,5.0,108150.0,8,0,2,5
15,1,1.0,70000.0,5,0,0,4
5,0,7.0,16754.0,5,0,3,3
5,2,5.0,14244.0,4,2,0,5
0,0,24.0,113576.0,5,0,0,3
2,0,4.0,56723.0,5,2,4,5
15,0,0.5,200000.0,0,0,4,3
15,2,5.0,150000.0,0,0,0,3
5,0,6.0,55847.0,0,2,2,1
0,0,6.0,58458.0,5,0,0,2
15,2,28.0,235000.0,5,0,2,5
1,0,4.0,27492.0,0,0,4,5
0,0,14.0,73491.0,0,0,0,5
5,0,2.0,8377.0,4,0,4,5
10,2,11.0,84924.0,8,0,2,3
2,0,12.0,72606.0,5,0,0,5
5,0,7.0,13264.0,5,0,0,0
5,0,11.0,24503.0,5,0,0,5
5,0,2.0,8377.0,5,0,4,5
5,2,8.0,25128.0,5,0,4,5
15,1,15.0,168000.0,5,0,0,5
11,2,6.0,57292.0,9,0,0,3
3,2,2.0,56643.0,5,0,4,5
5,0,7.0,43281.0,0,0,0,3
5,0,2.0,23037.0,0,0,2,1
4,2,3.0,70264.0,8,0,0,5
0,2,13.0,96204.0,0,0,4,4
5,0,2.0,9384.0,0,0,0,3
11,2,3.0,56424.0,0,0,0,5
13,0,12.0,37476.0,4,0,4,0
5,0,1.0,16754.0,0,2,4,4
13,0,4.0,18240.0,4,0,4,5
5,0,11.0,48866.0,5,2,4,5
3,2,5.0,59454.0,0,0,2,5
15,0,3.0,56000.0,8,0,0,5
3,2,10.0,121979.0,5,0,0,3
5,0,9.0,40489.0,0,2,2,5
4,1,9.0,70264.0,5,0,0,3
4,1,22.0,74588.0,0,0,0,2
3,2,4.0,36753.0,5,0,4,5
5,0,3.0,11169.0,0,5,2,1
