Country,EdLevel,YearsCodePro,Salary,DevType,LanguageHaveWorkedWith,MiscTechHaveWorkedWith,WebframeHaveWorkedWith
15,2,23.0,175000.0,0,2,4,5
15,0,13.0,140000.0,0,0,1,2
3,2,17.0,81074.0,0,0,0,2
4,1,3.0,37834.0,0,0,0,3
4,3,7.0,64860.0,5,5,2,1
15,0,9.0,170000.0,0,0,4,5
13,0,3.0,18348.0,5,0,4,5
13,0,2.0,31560.0,0,0,0,5
2,1,31.0,113447.0,0,0,2,5
15,0,27.0,150000.0,0,0,0,5
15,0,5.0,220000.0,0,0,0,5
1,0,6.0,72000.0,5,0,4,4
15,0,3.0,95000.0,0,2,1,2
15,0,24.0,187594.0,5,0,0,5
15,0,8.0,190000.0,5,0,0,3
15,3,5.0,75000.0,8,0,2,2
3,2,1.0,151337.0,0,5,2,3
15,0,5.0,60850.0,4,0,0,3
5,0,2.0,8376.0,0,0,2,3
15,1,3.0,105000.0,5,0,0,0
15,0,20.0,175000.0,0,0,2,3
15,0,6.0,90000.0,0,0,2,3
1,0,8.0,35736.0,0,0,1,3
15,0,5.0,100000.0,0,0,0,5
4,0,6.0,67021.0,4,0,4,3
13,0,1.0,17748.0,0,0,0,1
4,3,7.0,56880.0,0,0,2,5
13,0,8.0,25644.0,0,0,0,5
13,0,13.0,115055.0,0,0,0,5
15,0,6.0,123600.0,0,0,4,3
13,1,20.0,19728.0,0,0,0,3
9,2,3.0,19740.0,5,0,0,3
1,0,4.0,29688.0,0,2,2,3
15,0,1.0,90000.0,5,0,2,2
15,0,2.0,58000.0,0,0,0,2
15,0,4.0,66000.0,0,0,0,5
15,0,7.0,130000.0,0,0,0,2
15,1,9.0,98000.0,0,0,0,5
15,0,10.0,225000.0,0,0,2,3
14,1,4.0,67215.0,5,2,4,5
11,0,35.0,43239.0,0,0,0,3
15,2,7.0,110000.0,8,2,2,5
10,0,3.0,15096.0,0,0,2,3
3,2,2.0,34596.0,4,0,4,0
15,2,24.0,165000.0,2,5,2,2
14,2,12.0,71093.0,4,0,0,3
13,0,7.0,23664.0,0,2,4,5
15,0,7.0,115000.0,8,0,2,5
15,0,3.0,158000.0,5,0,2,0
15,0,15.0,50000.0,0,0,0,5
4,1,1.0,14268.0,5,0,2,5
2,1,2.0,66556.0,0,0,2,1
14,0,15.0,95652.0,0,0,0,5
15,3,6.0,100000.0,0,0,2,5
15,0,3.0,100000.0,5,0,2,3
13,0,2.0,17748.0,0,0,0,3
13,0,6.0,11340.0,0,0,4,3
15,0,2.0,80000.0,0,0,2,5
15,0,21.0,155000.0,5,0,0,3
15,2,3.0,104832.0,0,0,0,2
2,1,0.5,30253.0,8,0,4,5
15,1,11.0,168000.0,5,0,4,3
13,0,0.5,20712.0,0,0,2,5
4,2,6.0,75669.0,5,0,4,3
15,0,5.0,120000.0,0,0,2,5
15,0,5.0,93500.0,0,0,4,5
15,0,3.0,130000.0,0,0,4,5
5,0,4.0,167544.0,0,2,1,5
6,1,14.0,54049.0,0,0,0,0
15,0,4.0,75000.0,0,0,0,5
13,0,5.0,31560.0,0,0,0,5
6,1,20.0,41077.0,8,0,0,3
15,0,13.0,112000.0,5,0,0,5
6,3,4.0,33732.0,5,0,2,5
15,0,3.0,93000.0,5,0,2,5
5,0,3.0,13962.0,1,0,2,2
2,2,5.0,49160.0,0,0,0,5
2,2,10.0,117229.0,0,5,2,2
15,0,14.0,110000.0,5,0,0,2
13,1,3.0,12624.0,0,0,0,2
12,2,1.0,44184.0,5,0,0,0
15,1,16.0,168000.0,0,0,1,5
12,2,1.0,46632.0,0,0,2,2
15,0,5.0,79997.0,0,0,0,2
8,2,10.0,70264.0,0,0,3,3
13,0,6.0,45360.0,3,0,0,3
4,0,2.0,43239.0,8,0,2,2
15,2,25.0,215000.0,0,0,2,5
15,2,10.0,150000.0,5,0,0,2
15,2,4.0,90000.0,5,0,0,3
15,2,7.0,135000.0,5,0,4,3
15,1,5.0,55000.0,0,0,2,3
15,0,16.0,109000.0,5,0,0,3
2,0,15.0,90758.0,5,0,4,4
15,0,4.0,87500.0,0,0,0,0
15,0,12.0,40100.0,5,0,4,5
15,0,9.0,130000.0,4,0,3,0
12,0,7.0,46024.0,5,0,0,3
15,0,1.0,89500.0,0,0,2,3
1,0,21.0,34356.0,0,0,0,2
4,0,12.0,92964.0,1,5,2,3
12,1,13.0,47256.0,5,0,0,3
4,0,2.0,60972.0,8,0,0,0
4,1,6.0,48648.0,0,0,0,5
8,2,10.0,81074.0,0,5,2,2
13,1,3.0,16764.0,4,0,4,3
15,0,3.0,190000.0,0,0,2,2
14,2,2.0,103408.0,1,5,2,2
14,0,12.0,64630.0,0,0,0,5
15,1,6.0,87000.0,5,0,0,0
15,0,6.0,128000.0,0,0,2,5
15,0,5.0,105000.0,0,0,1,5
13,0,8.0,47340.0,0,0,0,4
8,1,10.0,42804.0,0,0,0,0
8,1,7.0,45396.0,5,0,0,5
15,2,11.0,112000.0,0,0,0,5
5,1,6.0,12000.0,0,0,4,5
15,2,10.0,214000.0,9,0,0,3
15,0,1.0,101000.0,5,0,0,3
14,1,9.0,84019.0,0,0,3,2
13,0,1.0,13116.0,0,0,0,2
7,1,2.0,9048.0,5,0,0,4
2,2,5.0,64287.0,1,0,2,3
9,0,4.0,43440.0,0,0,2,2
4,0,7.0,48644.0,5,0,0,3
15,0,6.0,52000.0,8,0,2,5
15,2,6.0,168000.0,0,5,0,2
15,2,6.0,125000.0,1,5,2,1
2,2,9.0,73362.0,5,0,0,5
4,0,20.0,88640.0,0,2,1,3
14,0,5.0,116333.0,5,0,4,3
15,2,10.0,120000.0,0,0,2,1
5,0,5.0,44064.0,0,0,2,5
15,2,14.0,150000.0,5,0,0,5
12,2,7.0,67500.0,0,0,0,0
2,2,2.0,56723.0,5,0,2,5
15,1,19.0,150000.0,0,0,2,0
6,2,5.0,27025.0,0,0,2,2
11,2,14.0,192415.0,0,2,1,5
15,0,7.0,97343.0,0,0,0,3
15,0,4.0,83500.0,8,0,2,5
15,1,21.0,144000.0,0,0,2,5
11,1,2.0,51887.0,5,0,0,5
10,1,4.0,18876.0,0,0,2,5
15,1,2.0,50000.0,0,2,2,3
15,1,3.0,85000.0,5,0,0,5
15,0,1.0,110000.0,5,0,0,3
15,0,2.0,81200.0,0,0,0,3
15,0,15.0,225000.0,0,0,2,5
5,0,6.0,20663.0,7,0,4,3
15,0,18.0,160000.0,0,0,0,3
1,0,10.0,70560.0,5,0,0,5
15,2,6.0,125000.0,5,0,0,5
5,0,5.0,41880.0,0,0,2,5
8,2,3.0,49296.0,0,0,2,0
15,0,5.0,105000.0,8,0,0,5
2,1,2.0,83194.0,0,0,4,5
6,1,1.0,14268.0,0,0,2,5
1,2,6.0,16488.0,1,0,2,3
13,0,2.0,11340.0,4,0,0,5
15,0,11.0,155000.0,6,0,2,2
2,1,2.0,21780.0,8,0,2,3
2,0,18.0,77144.0,5,2,1,5
11,0,2.0,12972.0,0,0,2,3
13,0,3.0,23664.0,5,0,0,5
7,0,3.0,51708.0,7,2,4,5
15,0,8.0,145000.0,0,0,0,0
1,0,2.0,8244.0,0,0,4,5
5,2,3.0,32112.0,0,5,2,2
13,0,2.0,9372.0,0,0,0,5
15,2,27.0,140000.0,5,0,0,0
12,0,22.0,92052.0,0,2,2,3
15,0,2.0,55000.0,0,0,0,5
5,0,2.0,10471.0,8,0,0,3
15,0,3.0,120000.0,5,0,2,3
4,2,20.0,75669.0,0,0,0,2
3,2,4.0,85128.0,0,0,2,3
15,1,3.0,60000.0,5,0,0,5
13,2,5.0,39444.0,1,2,2,2
4,3,7.0,108098.0,1,2,2,3
13,0,3.0,23664.0,8,0,0,5
6,1,10.0,60535.0,0,5,0,5
11,0,11.0,57292.0,5,0,0,5
15,1,12.0,158000.0,0,0,2,5
15,2,19.0,145000.0,5,0,0,3
15,0,6.0,140000.0,0,0,2,5
13,2,13.0,19728.0,5,0,0,5
15,2,15.0,150000.0,4,0,4,3
15,0,2.0,136000.0,0,0,0,5
14,0,7.0,66569.0,5,0,0,2
15,1,5.0,95000.0,3,0,0,2
15,2,5.0,200000.0,0,0,2,3
15,2,2.0,80000.0,8,0,2,2
15,0,4.0,118000.0,0,0,0,0
14,0,2.0,69800.0,5,0,2,5
15,0,9.0,146000.0,5,0,0,5
15,0,6.0,225000.0,3,2,1,3
15,0,12.0,150000.0,0,0,0,4
15,0,12.0,130000.0,4,0,3,5
15,0,4.0,68500.0,5,0,0,5
15,0,15.0,105000.0,0,0,0,3
2,1,20.0,68068.0,0,0,2,3
12,0,3.0,51552.0,0,0,4,5
14,1,22.0,116333.0,0,0,2,1
15,1,3.0,27000.0,5,5,2,2
15,0,7.0,114000.0,0,0,1,4
15,2,3.0,110600.0,5,0,2,3
15,2,15.0,100000.0,0,0,1,3
15,1,9.0,160000.0,5,0,0,5
15,0,17.0,150000.0,5,0,0,5
8,3,3.0,54049.0,8,2,2,5
1,0,17.0,41232.0,1,0,2,5
7,0,3.0,10344.0,0,0,0,5
15,0,3.0,130000.0,0,0,0,5
15,0,6.0,120000.0,0,2,2,3
15,2,17.0,113000.0,0,0,0,2
15,1,22.0,170000.0,0,0,0,4
2,2,0.5,52942.0,1,0,2,5
13,1,9.0,39513.0,5,0,4,5
9,2,13.0,57708.0,8,0,0,5
12,0,3.0,67500.0,0,0,0,3
3,2,2.0,28536.0,5,0,4,5
15,0,2.0,200000.0,5,2,2,3
10,0,3.0,37752.0,0,0,2,3
3,2,5.0,51887.0,8,0,2,5
15,0,12.0,140000.0,0,0,0,5
13,0,9.0,29580.0,0,0,0,3
15,0,5.0,130000.0,0,0,0,3
15,0,24.0,93000.0,8,0,0,5
15,2,5.0,79000.0,5,0,0,0
14,0,8.0,87250.0,0,0,0,2
2,1,5.0,75631.0,0,0,0,5
15,0,17.0,208000.0,0,0,0,2
9,2,3.0,24300.0,5,0,2,0
15,0,8.0,200000.0,5,0,0,3
8,2,23.0,75669.0,5,0,0,5
15,0,21.0,123000.0,0,0,0,0
15,0,17.0,165000.0,0,0,0,5
2,1,33.0,54455.0,0,0,2,4
2,1,10.0,75215.0,0,0,2,3
15,0,8.0,115000.0,0,0,0,3
15,1,25.0,130000.0,5,0,0,5
15,1,1.0,44000.0,0,0,4,5
13,0,3.0,21696.0,0,0,2,5
4,0,4.0,45396.0,5,0,0,5
15,1,5.0,107000.0,5,0,0,3
15,0,7.0,63000.0,0,0,0,5
15,0,12.0,163000.0,5,0,0,2
15,0,30.0,84000.0,0,0,0,2
15,2,16.0,160000.0,0,0,0,5
15,2,4.0,108000.0,5,0,2,4
4,0,4.0,64859.0,1,0,2,2
1,0,4.0,31608.0,0,0,2,4
15,3,3.0,47500.0,8,0,2,1
15,2,3.0,95000.0,5,0,2,3
15,2,8.0,157000.0,5,0,0,0
14,0,10.0,96945.0,0,0,0,0
15,1,2.0,80000.0,8,0,2,3
15,0,4.0,105000.0,0,0,0,3
5,3,12.0,139620.0,0,0,2,5
2,1,14.0,87732.0,0,0,0,2
11,2,10.0,42158.0,3,0,0,3
4,0,16.0,88640.0,0,0,2,3
2,1,7.0,33278.0,5,0,0,3
2,0,2.0,72612.0,0,5,2,5
6,1,10.0,51887.0,5,0,4,5
14,2,6.0,62045.0,5,0,2,5
9,0,1.0,20052.0,3,0,3,3
15,1,26.0,124000.0,0,0,0,2
4,1,6.0,54480.0,0,0,0,2
12,2,5.0,53184.0,0,0,2,1
14,0,18.0,129259.0,5,0,0,5
10,0,5.0,33972.0,0,0,2,2
1,0,5.0,19788.0,0,0,2,3
15,0,10.0,140000.0,0,0,0,3
1,0,1.0,10716.0,0,2,0,3
12,2,4.0,72408.0,0,0,0,2
2,2,16.0,121010.0,0,0,2,2
15,0,8.0,104000.0,0,0,0,3
15,2,2.0,160000.0,0,0,2,5
15,0,17.0,190000.0,5,0,2,4
2,0,5.0,68068.0,0,5,2,3
15,0,10.0,160000.0,5,0,0,5
4,2,15.0,58368.0,5,0,0,3
4,0,6.0,61620.0,7,0,2,1
8,0,10.0,64859.0,0,0,4,5
4,0,3.0,47352.0,0,0,0,0
4,0,2.0,44320.0,5,0,0,3
15,0,15.0,140000.0,0,0,0,2
4,0,7.0,59454.0,5,0,0,0
14,0,10.0,129259.0,0,0,0,2
15,1,20.0,41000.0,5,0,3,5
15,1,15.0,140000.0,0,0,4,5
15,0,13.0,130000.0,5,0,0,5
15,0,9.0,160000.0,0,0,2,5
13,0,7.0,21696.0,5,0,2,3
5,0,2.0,8908.0,7,0,2,0
15,0,10.0,130000.0,0,0,4,5
15,0,15.0,220000.0,5,0,2,4
14,1,5.0,35342.0,5,0,0,0
15,0,2.0,60000.0,5,0,4,3
14,2,33.0,206815.0,8,0,1,5
14,0,27.0,86604.0,0,0,0,5
4,2,3.0,59454.0,5,0,2,5
15,0,15.0,109000.0,5,0,0,0
15,1,5.0,115500.0,8,2,1,0
15,0,5.0,98000.0,0,0,0,5
8,2,4.0,75669.0,0,0,4,5
15,0,24.0,100000.0,5,0,0,5
4,2,13.0,64859.0,5,0,2,5
15,2,12.0,75000.0,0,0,4,5
15,0,21.0,144000.0,0,0,0,2
15,0,2.0,60000.0,2,0,2,1
15,0,3.0,125000.0,0,0,3,3
1,0,6.0,43980.0,4,0,4,5
4,1,20.0,86484.0,5,0,0,5
1,2,15.0,19236.0,5,0,0,5
15,1,5.0,88000.0,5,0,0,3
15,0,10.0,130000.0,5,0,4,3
15,2,6.0,195000.0,8,0,3,0
5,1,5.0,12566.0,0,0,2,5
3,2,7.0,38915.0,5,0,2,1
8,0,7.0,102693.0,4,0,4,3
4,1,11.0,57072.0,5,0,3,5
2,1,14.0,113447.0,0,0,0,2
9,1,15.0,48600.0,8,5,2,2
4,1,1.0,59454.0,5,0,4,5
15,0,9.0,98000.0,0,0,0,2
15,0,17.0,240000.0,0,0,0,5
15,0,6.0,175000.0,0,0,0,2
15,1,4.0,75000.0,4,0,0,5
2,0,8.0,113447.0,4,0,0,2
14,2,8.0,116333.0,5,5,2,3
2,1,20.0,60505.0,0,0,0,2
14,0,24.0,82726.0,0,0,0,3
4,2,17.0,79993.0,8,0,2,5
15,2,5.0,55000.0,8,0,0,5
15,0,2.0,150000.0,0,0,2,5
9,1,6.0,60744.0,3,0,3,2
15,0,20.0,102000.0,5,0,0,5
13,1,7.0,31560.0,0,0,4,5
9,2,2.0,15192.0,1,5,2,5
15,1,10.0,110000.0,5,0,0,2
1,0,3.0,10176.0,0,2,1,3
2,0,5.0,69959.0,0,0,2,4
15,2,15.0,150000.0,5,0,0,3
14,1,3.0,51704.0,0,0,0,2
4,2,6.0,58368.0,1,0,2,5
15,0,9.0,230000.0,0,0,0,2
15,2,27.0,180000.0,8,0,2,4
5,0,7.0,41885.0,5,0,4,5
2,0,10.0,60505.0,5,0,0,5
1,0,10.0,28584.0,0,0,2,5
15,0,4.0,128000.0,0,0,4,5
6,2,8.0,34591.0,5,0,3,5
4,2,13.0,67021.0,0,0,0,3
15,2,14.0,158000.0,0,0,2,2
1,0,8.0,13740.0,5,0,3,5
2,0,2.0,60505.0,0,2,2,5
15,0,8.0,84556.0,0,0,0,3
15,2,32.0,167000.0,5,0,0,5
15,1,22.0,105000.0,0,0,0,3
2,0,4.0,128573.0,0,0,0,3
15,0,22.0,127000.0,0,0,0,3
1,0,5.0,9564.0,0,0,0,2
8,0,12.0,56211.0,8,0,2,5
15,2,24.0,82500.0,0,0,0,2
15,1,10.0,150000.0,5,0,2,3
15,2,22.0,120000.0,5,0,0,0
12,0,3.0,51552.0,0,0,0,2
15,1,12.0,51000.0,0,0,0,2
15,0,4.0,34000.0,0,0,0,3
2,0,9.0,71093.0,0,0,2,5
15,0,7.0,165000.0,0,0,2,3
15,0,7.0,90800.0,5,0,0,5
4,2,5.0,59454.0,5,2,2,3
2,2,3.0,68068.0,0,0,0,5
15,0,7.0,85000.0,5,0,0,3
1,0,4.0,9624.0,0,0,0,5
12,1,5.0,61368.0,0,0,0,5
15,1,17.0,200000.0,5,0,0,5
15,2,15.0,124000.0,0,2,2,4
14,0,22.0,81433.0,5,0,0,5
4,0,4.0,57292.0,5,0,4,4
3,2,7.0,106731.0,5,2,2,5
15,0,0.5,65000.0,4,0,0,4
4,0,11.0,75669.0,7,0,2,1
1,0,8.0,32988.0,0,0,0,3
15,0,12.0,170000.0,5,0,0,5
15,0,12.0,135000.0,0,0,2,3
15,0,11.0,210000.0,0,0,2,2
13,0,6.0,65746.0,0,0,0,5
15,2,1.0,154000.0,0,2,2,3
15,0,10.0,128750.0,0,0,0,5
12,1,11.0,54000.0,0,0,0,5
15,1,1.0,36000.0,5,0,0,4
8,0,15.0,74592.0,0,2,0,3
13,0,12.0,41424.0,5,0,0,3
15,1,8.0,95000.0,0,0,0,4
15,2,5.0,100000.0,1,0,2,2
2,1,10.0,45379.0,5,0,0,3
3,0,4.0,61616.0,5,0,2,5
9,0,5.0,36444.0,5,2,4,3
14,2,2.0,77556.0,5,0,2,5
8,0,26.0,64860.0,0,0,0,2
15,1,4.0,69800.0,0,0,0,5
5,0,5.0,64224.0,0,2,4,3
15,0,4.0,85000.0,8,0,2,5
2,1,4.0,68068.0,0,0,0,5
14,0,8.0,71093.0,5,0,4,3
14,3,9.0,209400.0,8,0,2,1
15,0,5.0,120000.0,8,0,0,2
14,0,21.0,109871.0,0,0,0,2
14,0,1.0,32315.0,0,0,4,5
12,2,10.0,92052.0,0,0,0,0
9,0,5.0,36444.0,5,2,4,3
2,1,10.0,69581.0,5,0,0,5
15,2,15.0,120000.0,0,0,2,4
15,0,0.5,50000.0,5,0,2,0
9,2,4.0,63792.0,0,2,4,5
15,0,34.0,120000.0,5,0,2,5
12,1,6.0,46020.0,0,5,2,1
7,0,2.0,12924.0,4,0,4,5
15,2,36.0,160000.0,0,0,2,2
6,1,1.0,24322.0,0,0,2,5
2,0,11.0,87732.0,0,0,4,5
15,0,2.0,80000.0,5,2,2,5
14,1,7.0,106639.0,8,0,0,5
10,2,4.0,37752.0,0,0,2,1
11,0,5.0,43239.0,0,2,2,4
2,0,2.0,45379.0,5,0,2,5
14,0,11.0,60106.0,0,0,2,5
14,1,1.0,32315.0,0,0,2,5
2,0,7.0,71850.0,5,0,0,0
15,0,3.0,105000.0,7,0,2,3
4,0,10.0,70044.0,0,0,0,3
14,0,7.0,45887.0,0,0,2,3
15,0,15.0,160000.0,0,0,2,5
1,1,4.0,19236.0,0,0,2,3
8,1,11.0,97288.0,0,0,0,5
14,0,3.0,65922.0,5,0,2,5
15,0,9.0,170000.0,0,0,2,5
5,0,2.0,13445.0,5,0,2,5
15,0,3.0,62000.0,8,0,2,5
15,0,4.0,109200.0,2,0,0,2
9,2,5.0,26724.0,0,0,2,2
4,2,13.0,81074.0,0,0,0,3
15,0,8.0,125000.0,4,0,0,5
15,2,2.0,90000.0,5,0,0,2
15,1,0.5,47000.0,5,0,2,5
1,1,6.0,10992.0,0,0,0,5
15,0,4.0,108000.0,0,5,1,2
2,1,20.0,75631.0,5,0,4,3
15,1,5.0,70000.0,5,0,0,5
2,0,10.0,52186.0,0,0,0,5
15,2,5.0,160000.0,4,0,4,3
15,0,23.0,108000.0,5,0,0,3
2,1,4.0,52942.0,5,0,4,5
8,0,12.0,77832.0,0,0,0,3
12,1,3.0,43200.0,4,0,0,3
14,0,19.0,106639.0,8,0,2,5
4,1,24.0,51887.0,5,0,0,5
15,0,17.0,155000.0,0,0,0,3
15,0,12.0,156000.0,5,0,0,5
15,1,13.0,200000.0,0,0,0,5
12,1,3.0,50316.0,0,0,0,2
10,2,8.0,43404.0,0,0,2,1
15,0,3.0,85000.0,1,0,2,0
3,3,4.0,43239.0,8,2,1,5
8,0,16.0,98369.0,0,0,4,4
15,0,9.0,110000.0,5,0,2,3
15,0,3.0,203660.0,0,0,2,2
15,0,9.0,123000.0,0,0,0,2
15,0,9.0,95000.0,0,0,0,3
15,2,18.0,180000.0,0,0,0,5
14,2,6.0,193889.0,0,0,0,2
1,1,3.0,12096.0,5,0,0,5
11,0,10.0,64859.0,0,0,0,2
6,1,1.0,25944.0,0,0,0,5
3,2,1.0,33732.0,6,0,4,5
1,1,3.0,10995.0,5,0,4,5
15,2,30.0,230000.0,0,0,0,5
15,1,2.0,60000.0,0,0,0,5
15,0,22.0,230000.0,4,0,0,0
15,0,2.0,35000.0,0,0,2,2
7,0,3.0,9696.0,0,2,1,5
14,2,8.0,68249.0,0,0,0,0
15,1,4.0,105000.0,5,0,0,0
15,0,2.0,42000.0,0,0,2,5
9,2,1.0,24300.0,5,5,0,3
15,1,4.0,110000.0,0,2,2,5
8,0,3.0,41124.0,3,0,2,5
5,0,0.5,36300.0,5,0,2,5
7,0,2.0,11640.0,5,0,0,5
4,1,4.0,102693.0,0,0,2,1
12,0,4.0,42960.0,0,0,0,5
10,0,7.0,62280.0,0,2,1,5
1,0,6.0,200000.0,0,0,2,5
1,0,9.0,24744.0,0,0,4,5
1,0,4.0,21996.0,0,0,0,2
15,1,3.0,80000.0,0,0,4,5
15,0,14.0,135000.0,5,0,4,5
15,0,6.0,98000.0,0,0,2,5
10,2,7.0,47184.0,0,0,3,5
14,1,5.0,36193.0,0,0,2,3
8,0,8.0,75669.0,4,0,0,5
4,2,10.0,84316.0,0,0,0,3
14,0,6.0,84019.0,0,0,0,3
15,0,6.0,112000.0,0,0,0,0
2,3,5.0,98321.0,0,2,2,2
15,0,5.0,100000.0,0,0,2,5
15,1,21.0,85000.0,0,2,0,5
0,0,5.0,40080.0,0,0,2,5
13,1,12.0,31560.0,0,0,0,0
10,0,4.0,30768.0,0,0,0,2
15,1,10.0,100000.0,0,0,2,2
15,0,5.0,112500.0,8,0,1,3
15,0,22.0,170000.0,0,0,0,5
9,2,2.0,28860.0,5,2,4,5
5,0,5.0,20943.0,0,0,2,5
3,0,4.0,41077.0,5,0,4,5
0,0,2.0,56788.0,0,2,4,3
15,1,20.0,150000.0,5,0,0,2
15,1,3.0,90000.0,8,0,2,5
14,0,10.0,51704.0,0,0,4,5
15,0,4.0,125000.0,0,0,0,5
15,0,5.0,69000.0,2,0,2,5
15,2,11.0,150000.0,5,2,2,5
12,2,20.0,56460.0,0,0,0,3
15,2,4.0,140000.0,8,0,0,2
14,0,21.0,71093.0,0,0,0,3
15,0,3.0,185515.0,0,2,0,2
15,0,25.0,208000.0,0,0,2,2
1,0,5.0,13740.0,0,2,4,5
8,2,20.0,216196.0,8,0,2,3
15,1,11.0,227000.0,0,2,0,5
14,1,7.0,116333.0,8,0,0,5
15,0,3.0,100000.0,5,0,2,3
15,2,1.0,128000.0,0,0,2,2
15,1,20.0,160000.0,0,0,0,3
14,0,10.0,45241.0,0,0,0,5
2,2,5.0,71850.0,0,5,2,2
15,0,2.0,150000.0,8,0,2,3
3,2,0.5,38915.0,5,0,4,3
4,2,1.0,60535.0,8,0,2,1
5,1,11.0,25829.0,0,2,2,5
15,0,5.0,150000.0,0,0,0,0
5,0,4.0,11724.0,5,0,4,5
15,1,6.0,125000.0,0,0,0,2
15,0,6.0,220000.0,0,0,2,5
15,1,5.0,54000.0,5,0,4,5
1,1,3.0,41232.0,0,0,2,3
15,1,4.0,45000.0,0,0,0,3
15,0,25.0,200000.0,0,0,0,2
13,0,13.0,59172.0,0,0,0,5
15,1,29.0,138553.0,5,0,0,3
2,0,20.0,108000.0,0,0,0,4
1,0,8.0,16488.0,0,0,4,3
14,0,19.0,85958.0,0,0,0,2
15,0,17.0,70000.0,2,0,0,5
14,0,9.0,33607.0,4,0,2,3
15,0,5.0,106000.0,0,0,0,5
15,3,10.0,120000.0,0,0,0,5
9,2,9.0,54672.0,5,0,3,3
9,2,5.0,41004.0,5,2,2,3
14,1,15.0,62040.0,0,0,0,2
1,0,2.0,12924.0,2,5,2,5
4,1,21.0,48644.0,0,0,0,5
15,0,44.0,160000.0,0,0,0,2
15,2,18.0,122000.0,5,0,0,5
15,0,7.0,165000.0,0,0,2,3
2,2,6.0,71850.0,5,0,1,4
9,0,9.0,51024.0,0,2,4,3
15,0,14.0,80000.0,0,0,0,3
15,0,3.0,105000.0,8,0,0,3
15,2,11.0,46513.0,0,0,0,5
15,1,1.0,70000.0,5,0,0,3
15,2,10.0,98000.0,8,0,2,5
8,2,3.0,51888.0,0,0,2,5
11,1,4.0,24648.0,5,0,4,0
13,0,5.0,49308.0,0,0,0,2
15,2,1.0,55000.0,0,0,2,3
15,2,7.0,250000.0,0,0,2,5
15,2,22.0,110000.0,4,0,4,5
14,0,41.0,96945.0,0,2,0,4
14,0,5.0,90482.0,0,0,0,3
15,0,9.0,105000.0,3,0,0,4
10,2,15.0,47184.0,0,0,2,5
0,1,10.0,120257.0,0,0,4,5
3,0,1.0,11940.0,5,0,2,3
15,3,8.0,187000.0,0,2,2,3
15,1,16.0,120000.0,5,0,0,5
15,0,6.0,110000.0,0,0,0,2
14,2,12.0,98237.0,5,0,0,5
7,0,4.0,38916.0,5,0,4,5
2,1,15.0,83194.0,0,0,2,5
4,2,6.0,62697.0,0,0,2,3
11,1,11.0,34591.0,0,2,3,5
14,0,2.0,52221.0,0,0,2,5
3,2,3.0,37834.0,5,0,4,5
15,0,5.0,95000.0,5,0,0,5
15,0,23.0,96000.0,0,0,0,2
8,0,14.0,86478.0,0,0,0,3
15,2,2.0,87000.0,0,0,0,3
12,2,3.0,49092.0,0,0,2,5
13,0,6.0,29580.0,0,0,0,5
11,0,10.0,75669.0,0,2,0,3
14,0,3.0,105993.0,3,0,2,2
15,3,6.0,60000.0,8,0,2,2
3,2,5.0,61616.0,5,0,0,3
15,1,6.0,75000.0,0,0,0,5
14,2,6.0,85311.0,6,0,0,5
9,0,0.5,16200.0,8,0,0,3
0,0,6.0,63469.0,0,0,0,3
9,0,5.0,45564.0,0,2,4,5
14,1,18.0,72385.0,5,0,0,5
7,0,4.0,11640.0,0,0,0,2
9,2,7.0,31140.0,8,0,0,3
15,1,14.0,122482.0,5,0,0,5
15,0,32.0,203000.0,0,0,2,3
5,2,9.0,48866.0,0,2,2,5
15,0,11.0,125000.0,3,0,0,3
2,1,20.0,75631.0,5,0,0,5
15,1,3.0,90000.0,0,0,0,0
15,0,8.0,90000.0,5,0,0,4
15,0,0.5,63000.0,0,0,0,5
0,0,7.0,100214.0,0,5,2,2
4,1,0.5,41508.0,0,2,0,4
9,0,7.0,34932.0,0,0,4,3
15,3,10.0,115000.0,0,5,2,2
2,0,13.0,124792.0,0,0,0,5
15,0,10.0,165000.0,5,0,0,5
12,1,8.0,71184.0,0,0,0,5
15,1,5.0,35600.0,5,0,0,2
2,0,20.0,109665.0,0,0,0,5
12,2,21.0,92052.0,5,0,0,2
14,0,5.0,84019.0,0,0,0,5
15,0,2.0,100000.0,0,0,2,5
11,2,8.0,43996.0,0,0,3,2
15,0,19.0,112000.0,0,0,0,3
2,0,15.0,181512.0,0,0,4,3
15,2,10.0,150000.0,5,0,4,5
12,0,10.0,87144.0,0,0,2,5
1,0,10.0,30000.0,5,0,0,0
7,2,6.0,24564.0,0,0,0,3
10,2,15.0,37560.0,5,0,0,5
14,2,3.0,64630.0,5,2,3,5
15,0,7.0,100000.0,0,0,2,5
15,0,13.0,97000.0,5,0,0,5
0,0,20.0,80172.0,5,0,0,5
4,0,12.0,84312.0,0,0,2,2
0,0,4.0,52112.0,5,0,2,3
15,0,5.0,200000.0,5,0,2,5
6,1,17.0,58368.0,0,0,3,5
15,0,4.0,80000.0,0,0,0,2
15,0,5.0,100000.0,0,0,0,5
14,0,1.0,23267.0,5,0,4,3
5,0,3.0,8377.0,5,0,4,5
14,1,5.0,58167.0,0,0,0,2
15,2,7.0,128000.0,8,0,2,4
0,0,6.0,106895.0,5,0,0,0
15,1,5.0,65000.0,0,0,2,4
15,1,34.0,100000.0,0,0,0,5
